abs_time,dt,enc0,enc1
1652821854.954731,10000.0,0.0,0.0
1652821854.964791,10000.0,0.0,0.0
1652821854.974794,10000.0,0.0,0.0
1652821854.984794,10000.0,0.0,0.0
1652821854.994793,10000.0,0.0,0.0
1652821855.004791,10006.0,0.0,0.0
1652821855.014793,9994.0,0.0,0.0
1652821855.024795,10000.0,0.0,0.0
1652821855.034772,10000.0,0.0,0.0
1652821855.044794,10000.0,0.0,0.0
1652821855.054792,10000.0,0.0,0.0
1652821855.064749,10000.0,0.0,0.0
1652821855.074795,10000.0,0.0,0.0
1652821855.084796,10000.0,0.0,0.0
1652821855.094796,10000.0,0.0,0.0
1652821855.104795,10006.0,0.0,0.0
1652821855.114796,9994.0,0.0,0.0
1652821855.124796,10000.0,0.0,0.0
1652821855.134797,10000.0,0.0,0.0
1652821855.144796,10000.0,0.0,0.0
1652821855.154739,10000.0,0.0,0.0
1652821855.164743,10000.0,0.0,0.0
1652821855.174798,10000.0,0.0,0.0
1652821855.184797,10000.0,0.0,0.0
1652821855.194798,10000.0,0.0,0.0
1652821855.204795,10006.0,0.0,0.0
1652821855.214798,9994.0,0.0,0.0
1652821855.224798,10000.0,0.0,0.0
1652821855.234798,10000.0,0.0,0.0
1652821855.244798,10000.0,0.0,0.0
1652821855.254817,10000.0,0.0,0.0
1652821855.264753,10000.0,0.0,0.0
1652821855.274799,10000.0,0.0,0.0
1652821855.284799,10000.0,0.0,0.0
1652821855.294798,10000.0,0.0,0.0
1652821855.304798,10006.0,0.0,0.0
1652821855.314798,9994.0,0.0,0.0
1652821855.324822,10000.0,0.0,0.0
1652821855.3348,10000.0,0.0,0.0
1652821855.3448,10000.0,0.0,0.0
1652821855.3548,10000.0,0.0,0.0
1652821855.364801,10000.0,0.0,0.0
1652821855.374802,10000.0,0.0,0.0
1652821855.384798,10000.0,0.0,0.0
1652821855.394801,10000.0,0.0,0.0
1652821855.4048,10006.0,0.0,0.0
1652821855.414802,9994.0,0.0,0.0
1652821855.424802,10000.0,0.0,0.0
1652821855.434803,10000.0,0.0,0.0
1652821855.444803,10000.0,0.0,0.0
1652821855.454802,10000.0,0.0,0.0
1652821855.464802,10000.0,0.0,0.0
1652821855.474802,10000.0,0.0,0.0
1652821855.484803,10000.0,0.0,0.0
1652821855.49478,10000.0,0.0,0.0
1652821855.504801,10006.0,0.0,0.0
1652821855.514803,9994.0,0.0,0.0
1652821855.524803,10000.0,0.0,0.0
1652821855.534804,10000.0,0.0,0.0
1652821855.544804,10000.0,0.0,0.0
1652821855.554805,10000.0,0.0,0.0
1652821855.564806,10000.0,0.0,0.0
1652821855.574805,10000.0,0.0,0.0
1652821855.584804,10000.0,0.0,0.0
1652821855.594805,10000.0,0.0,0.0
1652821855.604804,10006.0,0.0,0.0
1652821855.614806,9994.0,0.0,0.0
1652821855.624805,10000.0,0.0,0.0
1652821855.634806,10000.0,0.0,0.0
1652821855.644806,10000.0,0.0,0.0
1652821855.654808,10000.0,0.0,0.0
1652821855.664808,10000.0,0.0,0.0
1652821855.674808,10000.0,0.0,0.0
1652821855.684807,10000.0,0.0,0.0
1652821855.694808,10000.0,0.0,0.0
1652821855.704806,10006.0,0.0,0.0
1652821855.714808,9994.0,0.0,0.0
1652821855.724807,10000.0,0.0,0.0
1652821855.734809,10003.0,0.0,0.0
1652821855.744809,9997.0,0.0,0.0
1652821855.754807,10000.0,0.0,0.0
1652821855.764808,10000.0,0.0,0.0
1652821855.774828,10000.0,0.0,0.0
1652821855.784684,10000.0,0.0,0.0
1652821855.79481,10000.0,0.0,0.0
1652821855.804808,10011.0,0.0,0.0
1652821855.814686,9989.0,0.0,0.0
1652821855.824808,10000.0,0.0,0.0
1652821855.834811,10000.0,0.0,0.0
1652821855.844811,10000.0,0.0,0.0
1652821855.854809,10000.0,0.0,0.0
1652821855.864685,10000.0,0.0,0.0
1652821855.874812,10000.0,0.0,0.0
1652821855.884812,10000.0,0.0,0.0
1652821855.894811,10000.0,0.0,0.0
1652821855.904809,10006.0,0.0,0.0
1652821855.914813,9994.0,0.0,0.0
1652821855.924812,10000.0,0.0,0.0
1652821855.93481,10000.0,0.0,0.0
1652821855.944813,10000.0,0.0,0.0
1652821855.954762,10000.0,0.0,0.0
1652821855.96464,10000.0,0.0,0.0
1652821855.97476,10000.0,0.0,0.0
1652821855.984761,10000.0,0.0,0.0
1652821855.99476,10000.0,0.0,0.0
1652821856.00476,10006.0,0.0,0.0
1652821856.014635,9994.0,0.0,0.0
1652821856.024636,10000.0,0.0,0.0
1652821856.03476,10000.0,0.0,0.0
1652821856.04476,10000.0,0.0,0.0
1652821856.054636,10000.0,0.0,0.0
1652821856.064636,10000.0,0.0,0.0
1652821856.074636,10000.0,0.0,0.0
1652821856.084636,10000.0,0.0,0.0
1652821856.094761,10000.0,0.0,0.0
1652821856.104762,10006.0,0.0,0.0
1652821856.114636,9994.0,0.0,0.0
1652821856.124814,10009.0,0.0,0.0
1652821856.134816,9991.0,0.0,0.0
1652821856.144817,10000.0,0.0,0.0
1652821856.15469,10000.0,0.0,0.0
1652821856.164816,10000.0,0.0,0.0
1652821856.174691,10000.0,0.0,0.0
1652821856.184691,10000.0,0.0,0.0
1652821856.194819,10000.0,0.0,0.0
1652821856.204773,10006.0,0.0,0.0
1652821856.214817,9994.0,0.0,0.0
1652821856.224817,10000.0,0.0,0.0
1652821856.234693,10000.0,0.0,0.0
1652821856.244819,10000.0,0.0,0.0
1652821856.254817,10000.0,0.0,0.0
1652821856.264818,10000.0,0.0,0.0
1652821856.274694,10000.0,0.0,0.0
1652821856.28482,10000.0,0.0,0.0
1652821856.294693,10000.0,0.0,0.0
1652821856.304693,10006.0,0.0,0.0
1652821856.314694,9994.0,0.0,0.0
1652821856.324694,10000.0,0.0,0.0
1652821856.334695,10000.0,0.0,1.0
1652821856.344695,10000.0,0.0,0.0
1652821856.354694,10000.0,0.0,0.0
1652821856.364694,10000.0,0.0,0.0
1652821856.37482,10000.0,0.0,1.0
1652821856.384695,10000.0,1.0,0.0
1652821856.394697,10000.0,0.0,0.0
1652821856.404695,10006.0,0.0,0.0
1652821856.414697,9994.0,1.0,1.0
1652821856.424696,10000.0,0.0,0.0
1652821856.434651,10000.0,0.0,1.0
1652821856.444697,10000.0,1.0,1.0
1652821856.454696,10000.0,0.0,1.0
1652821856.464696,10000.0,1.0,1.0
1652821856.474696,10000.0,1.0,2.0
1652821856.484698,10000.0,1.0,1.0
1652821856.494697,10000.0,1.0,1.0
1652821856.504697,10006.0,2.0,0.0
1652821856.514697,9994.0,1.0,1.0
1652821856.5247,10000.0,1.0,2.0
1652821856.5347,10000.0,1.0,1.0
1652821856.544698,10000.0,1.0,1.0
1652821856.554696,10000.0,2.0,2.0
1652821856.5647,10000.0,1.0,2.0
1652821856.574701,10000.0,2.0,3.0
1652821856.5847,10000.0,3.0,2.0
1652821856.5947,10000.0,3.0,3.0
1652821856.604824,10006.0,3.0,4.0
1652821856.614702,9994.0,3.0,3.0
1652821856.624701,10000.0,4.0,4.0
1652821856.634702,10004.0,5.0,5.0
1652821856.644702,9996.0,5.0,4.0
1652821856.654699,10000.0,5.0,6.0
1652821856.664699,10000.0,6.0,6.0
1652821856.6747,10000.0,7.0,7.0
1652821856.684702,10000.0,7.0,7.0
1652821856.694702,10000.0,8.0,8.0
1652821856.7047,10006.0,9.0,9.0
1652821856.714703,9994.0,8.0,9.0
1652821856.724704,10000.0,9.0,10.0
1652821856.734703,10003.0,10.0,10.0
1652821856.744672,9997.0,11.0,11.0
1652821856.754701,10000.0,12.0,11.0
1652821856.764701,10000.0,12.0,13.0
1652821856.774704,10000.0,13.0,13.0
1652821856.784704,10000.0,13.0,14.0
1652821856.794704,10000.0,14.0,14.0
1652821856.804828,10011.0,15.0,15.0
1652821856.814705,9989.0,16.0,16.0
1652821856.824704,10003.0,17.0,16.0
1652821856.834706,9997.0,17.0,18.0
1652821856.844661,10000.0,18.0,18.0
1652821856.854703,10001.0,19.0,19.0
1652821856.864706,9999.0,18.0,20.0
1652821856.874704,10000.0,19.0,20.0
1652821856.884705,10000.0,21.0,22.0
1652821856.894705,10000.0,21.0,21.0
1652821856.904704,10006.0,24.0,23.0
1652821856.914707,9994.0,23.0,24.0
1652821856.924707,10000.0,24.0,25.0
1652821856.934707,10000.0,24.0,25.0
1652821856.944708,10000.0,26.0,26.0
1652821856.954707,10000.0,27.0,27.0
1652821856.964708,10000.0,29.0,28.0
1652821856.97471,10000.0,28.0,29.0
1652821856.984707,10000.0,29.0,30.0
1652821856.99471,10003.0,30.0,30.0
1652821857.004707,10003.0,31.0,31.0
1652821857.014706,9997.0,32.0,32.0
1652821857.024708,9997.0,32.0,33.0
1652821857.034709,10000.0,34.0,32.0
1652821857.04471,10000.0,35.0,34.0
1652821857.054708,10003.0,37.0,35.0
1652821857.064708,9997.0,36.0,37.0
1652821857.074707,10000.0,37.0,38.0
1652821857.08471,10000.0,40.0,40.0
1652821857.09471,10000.0,39.0,40.0
1652821857.104709,10009.0,41.0,42.0
1652821857.114711,9991.0,42.0,42.0
1652821857.124689,10000.0,43.0,42.0
1652821857.134711,10000.0,43.0,44.0
1652821857.14471,10000.0,45.0,46.0
1652821857.154709,10000.0,47.0,46.0
1652821857.164667,10000.0,46.0,47.0
1652821857.174711,10000.0,51.0,50.0
1652821857.184711,10002.0,47.0,49.0
1652821857.194711,9998.0,53.0,50.0
1652821857.20471,10008.0,50.0,52.0
1652821857.214714,9995.0,52.0,52.0
1652821857.224713,10000.0,52.0,53.0
1652821857.234714,9998.0,53.0,55.0
1652821857.244713,10002.0,59.0,55.0
1652821857.254711,9997.0,57.0,57.0
1652821857.264714,10000.0,57.0,58.0
1652821857.274686,10000.0,59.0,60.0
1652821857.284714,10000.0,61.0,60.0
1652821857.294713,10003.0,63.0,60.0
1652821857.304732,10008.0,62.0,63.0
1652821857.314716,9989.0,64.0,63.0
1652821857.324714,10000.0,62.0,65.0
1652821857.334715,10000.0,67.0,65.0
1652821857.344715,10000.0,66.0,67.0
1652821857.354671,10000.0,68.0,67.0
1652821857.364717,10001.0,69.0,69.0
1652821857.374716,10003.0,71.0,71.0
1652821857.384716,10000.0,71.0,71.0
1652821857.394716,9996.0,73.0,73.0
1652821857.404716,10006.0,74.0,74.0
1652821857.414716,9994.0,75.0,75.0
1652821857.424717,10001.0,75.0,75.0
1652821857.434717,10006.0,76.0,77.0
1652821857.444717,9993.0,78.0,76.0
1652821857.454716,10002.0,78.0,80.0
1652821857.464717,10001.0,81.0,79.0
1652821857.474689,9997.0,80.0,81.0
1652821857.48472,10001.0,84.0,83.0
1652821857.494718,10000.0,83.0,81.0
1652821857.504716,10005.0,83.0,83.0
1652821857.514719,9997.0,85.0,86.0
1652821857.52472,10000.0,83.0,87.0
1652821857.534719,9997.0,88.0,89.0
1652821857.544718,10000.0,92.0,89.0
1652821857.554717,10000.0,89.0,90.0
1652821857.56472,10001.0,94.0,94.0
1652821857.574721,10006.0,96.0,94.0
1652821857.584675,9999.0,93.0,95.0
1652821857.59472,9994.0,95.0,96.0
1652821857.604718,10010.0,98.0,98.0
1652821857.614721,9994.0,96.0,98.0
1652821857.624719,9999.0,99.0,99.0
1652821857.634721,9997.0,99.0,101.0
1652821857.644721,10004.0,101.0,103.0
1652821857.654719,10000.0,103.0,103.0
1652821857.664722,9998.0,102.0,104.0
1652821857.674683,9998.0,102.0,106.0
1652821857.684722,10002.0,106.0,107.0
1652821857.694723,10003.0,106.0,109.0
1652821857.704721,10001.0,111.0,109.0
1652821857.714723,9997.0,109.0,111.0
1652821857.724722,9997.0,113.0,112.0
1652821857.734724,10006.0,112.0,113.0
1652821857.744724,10000.0,115.0,115.0
1652821857.754722,9995.0,115.0,115.0
1652821857.764722,9999.0,116.0,112.0
1652821857.774722,10001.0,122.0,119.0
1652821857.784724,9999.0,121.0,121.0
1652821857.794725,10007.0,121.0,123.0
1652821857.804723,10008.0,122.0,123.0
1652821857.814722,9989.0,123.0,123.0
1652821857.824749,10003.0,120.0,124.0
1652821857.834726,9996.0,125.0,126.0
1652821857.844726,10001.0,125.0,127.0
1652821857.854723,9998.0,128.0,128.0
1652821857.864724,9998.0,130.0,129.0
1652821857.874727,10000.0,131.0,131.0
1652821857.884727,10000.0,132.0,132.0
1652821857.894726,10003.0,133.0,133.0
1652821857.904725,10003.0,135.0,134.0
1652821857.914726,9994.0,135.0,136.0
1652821857.924726,10006.0,137.0,138.0
1652821857.934724,10001.0,137.0,139.0
1652821857.944725,9999.0,138.0,140.0
1652821857.954725,9999.0,140.0,140.0
1652821857.964728,9998.0,142.0,137.0
1652821857.974726,10002.0,141.0,140.0
1652821857.984727,10000.0,143.0,144.0
1652821857.994693,9998.0,145.0,144.0
1652821858.004726,10005.0,145.0,147.0
1652821858.014729,9995.0,149.0,148.0
1652821858.024727,10001.0,149.0,149.0
1652821858.034729,9997.0,150.0,150.0
1652821858.044727,10002.0,149.0,153.0
1652821858.054727,10000.0,156.0,155.0
1652821858.064731,10000.0,157.0,156.0
1652821858.07473,10002.0,154.0,158.0
1652821858.084729,9998.0,157.0,158.0
1652821858.09473,9997.0,153.0,160.0
1652821858.104729,10010.0,160.0,161.0
1652821858.114731,9990.0,162.0,161.0
1652821858.124732,10007.0,162.0,164.0
1652821858.13473,9995.0,165.0,164.0
1652821858.144754,10005.0,164.0,161.0
1652821858.154729,9996.0,170.0,167.0
1652821858.16473,10001.0,169.0,169.0
1652821858.174732,10000.0,166.0,172.0
1652821858.184731,9996.0,168.0,171.0
1652821858.194732,10005.0,171.0,172.0
1652821858.20473,10007.0,173.0,173.0
1652821858.214731,9993.0,174.0,172.0
1652821858.224735,9999.0,172.0,176.0
1652821858.234732,9999.0,178.0,175.0
1652821858.244752,10000.0,175.0,176.0
1652821858.254732,10004.0,175.0,178.0
1652821858.264733,9998.0,178.0,178.0
1652821858.274734,10000.0,181.0,181.0
1652821858.284734,9998.0,190.0,180.0
1652821858.294734,10006.0,175.0,177.0
1652821858.304732,10004.0,183.0,182.0
1652821858.314735,9990.0,187.0,184.0
1652821858.324734,10002.0,186.0,188.0
1652821858.334735,9997.0,176.0,187.0
1652821858.344734,10003.0,191.0,187.0
1652821858.354733,10001.0,184.0,189.0
1652821858.364736,9998.0,185.0,188.0
1652821858.374736,10003.0,190.0,191.0
1652821858.384737,10000.0,192.0,192.0
1652821858.394736,9997.0,192.0,193.0
1652821858.404733,10006.0,193.0,195.0
1652821858.414736,9995.0,192.0,195.0
1652821858.424738,9997.0,194.0,196.0
1652821858.434737,10003.0,195.0,192.0
1652821858.444738,9999.0,196.0,195.0
1652821858.454735,9998.0,193.0,196.0
1652821858.464737,10003.0,199.0,199.0
1652821858.474738,9998.0,197.0,196.0
1652821858.48474,9999.0,200.0,199.0
1652821858.494739,10005.0,200.0,201.0
1652821858.504694,10001.0,203.0,201.0
1652821858.514739,9997.0,201.0,202.0
1652821858.524738,10000.0,200.0,202.0
1652821858.534739,10001.0,206.0,203.0
1652821858.544739,10000.0,204.0,204.0
1652821858.554737,9996.0,202.0,202.0
1652821858.56474,10005.0,205.0,204.0
1652821858.574739,9998.0,203.0,198.0
1652821858.584738,9998.0,201.0,206.0
1652821858.594741,9998.0,208.0,206.0
1652821858.604738,10011.0,204.0,211.0
1652821858.61474,9994.0,206.0,208.0
1652821858.62474,9999.0,206.0,210.0
1652821858.634741,10002.0,208.0,209.0
1652821858.644741,9998.0,208.0,210.0
1652821858.65474,10004.0,210.0,211.0
1652821858.66474,9996.0,210.0,212.0
1652821858.674742,10002.0,211.0,213.0
1652821858.684742,9996.0,215.0,212.0
1652821858.694743,10000.0,214.0,212.0
1652821858.704741,10008.0,215.0,212.0
1652821858.714744,9996.0,212.0,217.0
1652821858.724742,9995.0,216.0,217.0
1652821858.734698,10007.0,208.0,216.0
1652821858.744743,9996.0,217.0,216.0
1652821858.754743,9999.0,219.0,214.0
1652821858.764743,10001.0,217.0,217.0
1652821858.774745,10001.0,218.0,218.0
1652821858.784744,9997.0,220.0,218.0
1652821858.794745,10001.0,218.0,220.0
1652821858.804743,10016.0,218.0,221.0
1652821858.814744,9988.0,216.0,217.0
1652821858.824744,9997.0,221.0,213.0
1652821858.834745,10000.0,216.0,219.0
1652821858.844768,10001.0,220.0,219.0
1652821858.854722,10001.0,218.0,222.0
1652821858.864745,9996.0,218.0,220.0
1652821858.874746,10004.0,222.0,223.0
1652821858.884745,9996.0,226.0,225.0
1652821858.894747,10004.0,224.0,225.0
1652821858.904744,10005.0,221.0,225.0
1652821858.914746,9991.0,222.0,226.0
1652821858.924747,10002.0,224.0,227.0
1652821858.934766,9998.0,226.0,225.0
1652821858.944769,9999.0,223.0,221.0
1652821858.954755,10001.0,228.0,227.0
1652821858.964725,10000.0,231.0,228.0
1652821858.974748,10003.0,221.0,230.0
1652821858.984748,9999.0,223.0,229.0
1652821858.994748,10001.0,228.0,226.0
1652821859.004746,10007.0,227.0,227.0
1652821859.014749,9991.0,229.0,227.0
1652821859.024748,10003.0,235.0,229.0
1652821859.03475,9998.0,226.0,228.0
1652821859.044749,10001.0,225.0,230.0
1652821859.054749,9996.0,239.0,227.0
1652821859.064747,10002.0,222.0,227.0
1652821859.07475,10001.0,227.0,230.0
1652821859.08475,10002.0,236.0,232.0
1652821859.094749,9992.0,233.0,230.0
1652821859.104749,10010.0,226.0,231.0
1652821859.114751,9995.0,228.0,232.0
1652821859.124752,10003.0,229.0,235.0
1652821859.134753,9996.0,237.0,233.0
1652821859.14475,10005.0,233.0,237.0
1652821859.15475,9994.0,236.0,236.0
1652821859.16475,10006.0,229.0,237.0
1652821859.174752,9995.0,234.0,228.0
1652821859.184752,10002.0,234.0,236.0
1652821859.194751,10002.0,233.0,235.0
1652821859.20475,10001.0,233.0,236.0
1652821859.214753,9997.0,239.0,236.0
1652821859.224752,10001.0,234.0,236.0
1652821859.234752,10002.0,239.0,235.0
1652821859.244755,9997.0,237.0,238.0
1652821859.254772,9999.0,238.0,239.0
1652821859.264751,10003.0,239.0,237.0
1652821859.274753,9998.0,238.0,236.0
1652821859.284754,10000.0,236.0,234.0
1652821859.294754,10002.0,232.0,237.0
1652821859.304753,10005.0,238.0,238.0
1652821859.314754,9995.0,243.0,240.0
1652821859.324754,9998.0,238.0,241.0
1652821859.334757,10002.0,237.0,241.0
1652821859.344756,9996.0,239.0,240.0
1652821859.354778,10001.0,235.0,240.0
1652821859.364755,10001.0,240.0,242.0
1652821859.374756,9998.0,244.0,242.0
1652821859.384756,10004.0,240.0,244.0
1652821859.394757,9996.0,241.0,242.0
1652821859.404755,10007.0,250.0,241.0
1652821859.414756,9991.0,240.0,245.0
1652821859.424758,10006.0,241.0,245.0
1652821859.434757,9994.0,239.0,243.0
1652821859.444758,10004.0,247.0,246.0
1652821859.454757,10000.0,243.0,243.0
1652821859.464755,10001.0,245.0,243.0
1652821859.474738,9998.0,247.0,246.0
