abs_time,dt,enc0,enc1
1652821992.244795,10000.0,0.0,0.0
1652821992.254669,10000.0,0.0,0.0
1652821992.26467,10000.0,0.0,0.0
1652821992.274671,10000.0,0.0,0.0
1652821992.284672,10000.0,0.0,0.0
1652821992.29467,10000.0,0.0,0.0
1652821992.304637,10006.0,0.0,0.0
1652821992.31467,9994.0,0.0,0.0
1652821992.324672,10000.0,0.0,0.0
1652821992.334672,10000.0,0.0,0.0
1652821992.344671,10000.0,0.0,0.0
1652821992.35467,10000.0,0.0,0.0
1652821992.364673,10000.0,0.0,0.0
1652821992.374674,10000.0,0.0,0.0
1652821992.384673,10000.0,0.0,0.0
1652821992.394673,10000.0,0.0,0.0
1652821992.404796,10006.0,0.0,0.0
1652821992.414672,9994.0,0.0,0.0
1652821992.424672,10000.0,0.0,0.0
1652821992.434675,10000.0,0.0,0.0
1652821992.444675,10000.0,0.0,0.0
1652821992.454629,10000.0,0.0,0.0
1652821992.464673,10000.0,0.0,0.0
1652821992.474675,10000.0,0.0,0.0
1652821992.484675,10000.0,0.0,0.0
1652821992.494674,10000.0,0.0,0.0
1652821992.504798,10006.0,0.0,0.0
1652821992.514675,9994.0,0.0,0.0
1652821992.524677,10000.0,0.0,0.0
1652821992.534675,10000.0,0.0,0.0
1652821992.544675,10000.0,0.0,0.0
1652821992.554642,10000.0,0.0,0.0
1652821992.564676,10000.0,0.0,0.0
1652821992.574678,10000.0,0.0,0.0
1652821992.584676,10000.0,0.0,0.0
1652821992.594678,10000.0,0.0,0.0
1652821992.604676,10006.0,0.0,0.0
1652821992.614675,9994.0,0.0,0.0
1652821992.624678,10000.0,0.0,0.0
1652821992.634678,10000.0,0.0,0.0
1652821992.644679,10000.0,0.0,0.0
1652821992.654679,10000.0,0.0,0.0
1652821992.664676,10000.0,0.0,0.0
1652821992.674679,10000.0,0.0,0.0
1652821992.684701,10000.0,0.0,0.0
1652821992.69468,10000.0,0.0,0.0
1652821992.704677,10006.0,0.0,0.0
1652821992.714678,9994.0,0.0,0.0
1652821992.724679,10000.0,0.0,0.0
1652821992.73468,10003.0,0.0,0.0
1652821992.744681,9997.0,0.0,0.0
1652821992.754638,10000.0,0.0,0.0
1652821992.764635,10000.0,0.0,0.0
1652821992.774681,10000.0,0.0,0.0
1652821992.784704,10000.0,0.0,0.0
1652821992.794681,10000.0,0.0,0.0
1652821992.804679,10011.0,0.0,0.0
1652821992.814653,9989.0,0.0,0.0
1652821992.82468,10000.0,0.0,0.0
1652821992.834681,10000.0,0.0,0.0
1652821992.844682,10000.0,0.0,0.0
1652821992.854683,10000.0,0.0,0.0
1652821992.86468,10000.0,0.0,0.0
1652821992.874684,10000.0,0.0,0.0
1652821992.884683,10000.0,0.0,0.0
1652821992.894684,10000.0,0.0,0.0
1652821992.904682,10006.0,0.0,0.0
1652821992.914681,9994.0,0.0,0.0
1652821992.924682,10000.0,0.0,0.0
1652821992.934684,10000.0,0.0,0.0
1652821992.944684,10000.0,0.0,0.0
1652821992.954686,10000.0,0.0,0.0
1652821992.964684,10000.0,0.0,0.0
1652821992.974684,10000.0,0.0,0.0
1652821992.984706,10000.0,0.0,0.0
1652821992.994685,10000.0,0.0,0.0
1652821993.004683,10006.0,0.0,0.0
1652821993.014684,9994.0,0.0,0.0
1652821993.024687,10000.0,0.0,0.0
1652821993.034684,10000.0,0.0,0.0
1652821993.044642,10000.0,0.0,0.0
1652821993.054687,10000.0,0.0,0.0
1652821993.064687,10000.0,0.0,0.0
1652821993.074686,10000.0,0.0,0.0
1652821993.084687,10000.0,0.0,0.0
1652821993.094688,10000.0,0.0,0.0
1652821993.104685,10006.0,0.0,0.0
1652821993.114686,9994.0,0.0,0.0
1652821993.124687,10000.0,0.0,0.0
1652821993.134687,10000.0,0.0,0.0
