abs_time,dt,enc0,enc1
1652821771.33474,10000.0,0.0,0.0
1652821771.344738,10000.0,0.0,0.0
1652821771.354739,10000.0,0.0,0.0
1652821771.364695,10000.0,0.0,0.0
1652821771.374738,10000.0,0.0,0.0
1652821771.384738,10000.0,0.0,0.0
1652821771.394739,10000.0,0.0,0.0
1652821771.40474,10006.0,0.0,0.0
1652821771.414741,9994.0,0.0,0.0
1652821771.42474,10000.0,0.0,0.0
1652821771.434739,10000.0,0.0,0.0
1652821771.44474,10000.0,0.0,0.0
1652821771.454741,10000.0,0.0,0.0
1652821771.464741,10000.0,0.0,0.0
1652821771.47474,10000.0,0.0,0.0
1652821771.484742,10000.0,0.0,0.0
1652821771.494742,10000.0,0.0,0.0
1652821771.504742,10006.0,0.0,0.0
1652821771.514744,9994.0,0.0,0.0
1652821771.524743,10000.0,0.0,0.0
1652821771.534743,10000.0,0.0,0.0
1652821771.544696,10000.0,0.0,0.0
1652821771.554743,10000.0,0.0,0.0
1652821771.564745,10000.0,0.0,0.0
1652821771.574743,10000.0,0.0,0.0
1652821771.584742,10000.0,0.0,0.0
1652821771.594743,10000.0,0.0,0.0
1652821771.604743,10006.0,0.0,0.0
1652821771.614747,9994.0,0.0,0.0
1652821771.624745,10000.0,0.0,0.0
1652821771.634744,10000.0,0.0,0.0
1652821771.644744,10000.0,0.0,0.0
1652821771.654746,10000.0,0.0,0.0
1652821771.664766,10000.0,0.0,0.0
1652821771.674745,10000.0,0.0,0.0
1652821771.684703,10000.0,0.0,0.0
1652821771.694745,10000.0,0.0,0.0
1652821771.704745,10006.0,0.0,0.0
1652821771.714748,9994.0,0.0,0.0
1652821771.724767,10000.0,0.0,0.0
1652821771.734767,10003.0,0.0,0.0
1652821771.744746,9997.0,0.0,0.0
1652821771.754746,10000.0,0.0,0.0
1652821771.764746,10000.0,0.0,0.0
1652821771.774747,10000.0,0.0,0.0
1652821771.784749,10000.0,0.0,0.0
1652821771.794747,10000.0,0.0,0.0
1652821771.804768,10011.0,0.0,0.0
1652821771.81475,9989.0,0.0,0.0
1652821771.824704,10000.0,0.0,0.0
1652821771.834748,10000.0,0.0,0.0
1652821771.84475,10000.0,0.0,0.0
1652821771.854749,10000.0,0.0,0.0
1652821771.86475,10000.0,0.0,0.0
1652821771.874749,10000.0,0.0,0.0
1652821771.884751,10000.0,0.0,0.0
1652821771.894751,10000.0,0.0,0.0
1652821771.904748,10006.0,0.0,0.0
1652821771.914751,9994.0,0.0,0.0
1652821771.924751,10000.0,0.0,0.0
1652821771.93475,10000.0,0.0,0.0
1652821771.944752,10000.0,0.0,0.0
1652821771.954753,10000.0,0.0,0.0
1652821771.964751,10000.0,0.0,0.0
1652821771.974751,10000.0,0.0,0.0
1652821771.984754,10000.0,0.0,0.0
1652821771.994755,10000.0,0.0,0.0
1652821772.004751,10006.0,0.0,0.0
1652821772.014753,9994.0,0.0,0.0
1652821772.024743,10000.0,0.0,0.0
1652821772.034626,10000.0,0.0,0.0
1652821772.044753,10000.0,0.0,0.0
1652821772.054755,10000.0,0.0,0.0
1652821772.064754,10000.0,0.0,0.0
1652821772.074752,10000.0,0.0,0.0
1652821772.084754,10000.0,0.0,0.0
1652821772.094755,10000.0,0.0,0.0
1652821772.104724,10006.0,0.0,0.0
1652821772.114755,9994.0,0.0,0.0
1652821772.124753,10000.0,0.0,0.0
1652821772.134755,10000.0,0.0,0.0
1652821772.144756,10000.0,0.0,0.0
1652821772.154629,10000.0,0.0,0.0
1652821772.164757,10000.0,0.0,0.0
1652821772.174755,10000.0,0.0,0.0
1652821772.184754,10000.0,0.0,0.0
1652821772.194629,10000.0,0.0,0.0
1652821772.204755,10006.0,0.0,0.0
1652821772.214758,9994.0,0.0,0.0
1652821772.224756,10000.0,0.0,0.0
1652821772.234726,10000.0,0.0,0.0
1652821772.244756,10000.0,0.0,0.0
1652821772.254631,10000.0,0.0,0.0
1652821772.264758,10000.0,0.0,0.0
1652821772.274632,10000.0,0.0,0.0
1652821772.284758,10000.0,0.0,0.0
1652821772.294635,10000.0,0.0,0.0
1652821772.304757,10006.0,0.0,0.0
1652821772.314761,9994.0,0.0,0.0
1652821772.324758,10000.0,0.0,0.0
1652821772.334713,10000.0,0.0,0.0
1652821772.344711,10000.0,0.0,0.0
1652821772.354582,10000.0,0.0,0.0
1652821772.364704,10000.0,0.0,0.0
1652821772.374582,10000.0,0.0,0.0
1652821772.384707,10000.0,0.0,0.0
1652821772.394582,10000.0,0.0,0.0
1652821772.404707,10006.0,0.0,0.0
1652821772.414708,9994.0,0.0,0.0
1652821772.424583,10000.0,0.0,0.0
1652821772.434583,10000.0,0.0,0.0
1652821772.444708,10000.0,0.0,0.0
1652821772.454583,10000.0,0.0,0.0
1652821772.464584,10000.0,0.0,0.0
1652821772.474589,10000.0,0.0,0.0
1652821772.484709,10000.0,0.0,0.0
1652821772.494584,10000.0,0.0,0.0
1652821772.50471,10006.0,0.0,0.0
1652821772.514763,10003.0,0.0,0.0
1652821772.524638,9991.0,0.0,0.0
1652821772.534635,10000.0,0.0,0.0
1652821772.544637,10000.0,0.0,0.0
1652821772.554639,10000.0,0.0,0.0
1652821772.56464,10000.0,0.0,0.0
1652821772.574638,10000.0,0.0,0.0
1652821772.584733,10000.0,0.0,0.0
1652821772.594766,10000.0,0.0,0.0
1652821772.604639,10006.0,0.0,0.0
1652821772.614641,9994.0,0.0,0.0
1652821772.624638,10000.0,0.0,0.0
1652821772.634765,10000.0,0.0,0.0
1652821772.644639,10000.0,0.0,0.0
1652821772.654641,10000.0,0.0,0.0
1652821772.664639,10000.0,0.0,0.0
1652821772.67464,10000.0,0.0,0.0
1652821772.684643,10000.0,0.0,0.0
1652821772.694767,10000.0,0.0,0.0
1652821772.70464,10006.0,0.0,0.0
1652821772.714644,9994.0,0.0,0.0
1652821772.72464,10000.0,0.0,0.0
1652821772.734641,10003.0,0.0,0.0
1652821772.744642,9997.0,0.0,0.0
1652821772.754642,10000.0,0.0,0.0
1652821772.764768,10000.0,0.0,1.0
1652821772.774641,10000.0,0.0,0.0
1652821772.784645,10000.0,1.0,0.0
1652821772.794645,10000.0,0.0,0.0
1652821772.804768,10011.0,0.0,0.0
1652821772.814615,9989.0,0.0,1.0
1652821772.824788,10000.0,1.0,0.0
1652821772.834644,10000.0,0.0,0.0
1652821772.844643,10000.0,1.0,1.0
1652821772.854645,10000.0,0.0,1.0
1652821772.864645,10000.0,1.0,0.0
1652821772.874643,10000.0,0.0,1.0
1652821772.884647,10000.0,1.0,1.0
1652821772.894646,10000.0,1.0,1.0
1652821772.904644,10006.0,1.0,1.0
1652821772.914646,9994.0,1.0,1.0
1652821772.924645,10000.0,2.0,1.0
1652821772.934645,10000.0,1.0,1.0
1652821772.944648,10000.0,1.0,1.0
1652821772.954649,10000.0,1.0,1.0
1652821772.964667,10000.0,2.0,1.0
1652821772.974646,10000.0,1.0,1.0
1652821772.984647,10000.0,2.0,1.0
1652821772.994647,10000.0,2.0,2.0
1652821773.004646,10006.0,2.0,2.0
1652821773.014648,9994.0,3.0,2.0
