abs_time,dt,enc0,enc1
1652893089.930241,9997.0,0.0,0.0
1652893089.940193,10000.0,0.0,0.0
1652893089.950152,10000.0,0.0,0.0
1652893089.960226,10000.0,0.0,0.0
1652893089.970211,10000.0,0.0,0.0
1652893089.980207,10000.0,0.0,0.0
1652893089.990212,10000.0,0.0,0.0
1652893090.000219,10000.0,0.0,0.0
1652893090.010217,10000.0,0.0,0.0
1652893090.020208,10003.0,0.0,0.0
1652893090.030217,9997.0,0.0,0.0
1652893090.040158,10000.0,0.0,0.0
1652893090.050207,10000.0,0.0,0.0
1652893090.060214,10000.0,0.0,0.0
1652893090.07021,10000.0,0.0,0.0
1652893090.080212,10000.0,0.0,0.0
1652893090.090222,10000.0,0.0,0.0
1652893090.10022,10000.0,0.0,0.0
1652893090.110205,10000.0,0.0,0.0
1652893090.120217,10003.0,0.0,0.0
1652893090.13021,9997.0,0.0,0.0
1652893090.140217,10000.0,0.0,0.0
1652893090.150217,10000.0,0.0,0.0
1652893090.16021,10000.0,0.0,0.0
1652893090.170217,10000.0,0.0,0.0
1652893090.180217,10000.0,0.0,0.0
1652893090.190215,10000.0,0.0,0.0
1652893090.200216,10000.0,0.0,0.0
1652893090.210215,10000.0,0.0,0.0
1652893090.220218,10003.0,0.0,0.0
1652893090.230217,9997.0,0.0,0.0
1652893090.24021,10000.0,0.0,0.0
1652893090.250218,10000.0,0.0,0.0
1652893090.26022,10000.0,0.0,0.0
1652893090.270218,10000.0,0.0,0.0
1652893090.280224,10000.0,0.0,0.0
1652893090.290215,10000.0,0.0,0.0
1652893090.300208,10000.0,0.0,0.0
1652893090.310208,10000.0,0.0,0.0
1652893090.320218,10003.0,0.0,0.0
1652893090.33021,9997.0,0.0,0.0
1652893090.340216,10000.0,0.0,0.0
1652893090.350212,10000.0,0.0,0.0
1652893090.360213,10000.0,0.0,0.0
1652893090.370212,10000.0,0.0,0.0
1652893090.380218,10000.0,0.0,0.0
1652893090.390213,10000.0,0.0,0.0
1652893090.400216,10000.0,0.0,0.0
1652893090.410223,10000.0,0.0,0.0
1652893090.420222,10003.0,0.0,0.0
1652893090.430194,9997.0,0.0,0.0
1652893090.440222,10000.0,0.0,0.0
1652893090.450219,10000.0,0.0,0.0
1652893090.460213,10000.0,0.0,0.0
1652893090.47023,10000.0,0.0,0.0
1652893090.480221,10000.0,0.0,0.0
1652893090.490216,10000.0,0.0,0.0
1652893090.500218,10000.0,0.0,0.0
1652893090.51022,10000.0,0.0,0.0
1652893090.520207,10003.0,0.0,0.0
1652893090.530208,9997.0,0.0,0.0
1652893090.540217,10000.0,0.0,0.0
1652893090.550219,10000.0,0.0,0.0
1652893090.560214,10000.0,0.0,0.0
1652893090.570228,10000.0,0.0,0.0
1652893090.580224,10000.0,0.0,0.0
1652893090.590212,10000.0,0.0,0.0
1652893090.600214,10000.0,0.0,0.0
1652893090.610224,10000.0,0.0,0.0
1652893090.620222,10003.0,0.0,0.0
1652893090.630225,9997.0,0.0,0.0
1652893090.640217,10000.0,0.0,0.0
1652893090.650216,10000.0,0.0,0.0
1652893090.660222,10000.0,0.0,0.0
1652893090.670219,10000.0,0.0,0.0
1652893090.680207,10000.0,0.0,0.0
1652893090.690209,10000.0,0.0,0.0
1652893090.70022,10000.0,0.0,0.0
1652893090.710153,10000.0,0.0,0.0
1652893090.72022,10009.0,0.0,0.0
1652893090.730186,9991.0,0.0,0.0
1652893090.740199,10000.0,0.0,0.0
1652893090.750192,10000.0,-1.0,0.0
1652893090.760205,10000.0,0.0,0.0
1652893090.7702,10000.0,0.0,0.0
1652893090.7802,10000.0,0.0,0.0
1652893090.790209,10000.0,0.0,0.0
1652893090.800207,10000.0,0.0,0.0
1652893090.81019,10000.0,0.0,0.0
1652893090.820211,10003.0,0.0,0.0
1652893090.83021,9997.0,0.0,0.0
1652893090.840205,10000.0,0.0,0.0
1652893090.850203,10000.0,0.0,0.0
1652893090.86019,10000.0,0.0,0.0
1652893090.870203,10000.0,0.0,0.0
1652893090.880207,10000.0,0.0,0.0
1652893090.890206,10000.0,0.0,0.0
1652893090.900206,10000.0,0.0,0.0
1652893090.910207,10000.0,0.0,0.0
1652893090.920211,10003.0,0.0,0.0
1652893090.930214,9997.0,0.0,0.0
1652893090.940212,10000.0,0.0,0.0
1652893090.950199,10000.0,0.0,0.0
1652893090.960214,10000.0,0.0,0.0
1652893090.970205,10000.0,0.0,0.0
1652893090.980221,10000.0,0.0,0.0
1652893090.990216,10000.0,0.0,0.0
1652893091.000218,10000.0,0.0,0.0
1652893091.010221,10000.0,0.0,0.0
1652893091.020217,10003.0,0.0,0.0
1652893091.030165,9997.0,0.0,0.0
1652893091.040209,10000.0,0.0,0.0
1652893091.050209,10000.0,0.0,0.0
1652893091.060215,10000.0,0.0,0.0
1652893091.070221,10000.0,0.0,0.0
1652893091.08021,10000.0,0.0,0.0
1652893091.090205,10000.0,0.0,0.0
1652893091.100208,10000.0,0.0,0.0
1652893091.110217,10000.0,0.0,0.0
1652893091.120206,10003.0,0.0,0.0
1652893091.130211,9997.0,0.0,0.0
1652893091.140202,10000.0,0.0,0.0
1652893091.150207,10000.0,0.0,-1.0
1652893091.160205,10000.0,0.0,0.0
1652893091.170199,10000.0,0.0,0.0
1652893091.180207,10000.0,0.0,0.0
1652893091.190215,10000.0,0.0,0.0
1652893091.200213,10000.0,0.0,0.0
1652893091.210207,10000.0,0.0,0.0
1652893091.220163,10003.0,0.0,0.0
1652893091.230216,9997.0,0.0,0.0
1652893091.240161,10000.0,0.0,0.0
1652893091.250215,10000.0,0.0,0.0
1652893091.26021,10000.0,0.0,0.0
1652893091.270207,10000.0,0.0,0.0
1652893091.280208,10000.0,0.0,0.0
1652893091.290219,10000.0,0.0,0.0
1652893091.300219,10000.0,0.0,0.0
1652893091.310199,10000.0,0.0,0.0
1652893091.320212,10003.0,0.0,0.0
1652893091.330216,9997.0,0.0,0.0
1652893091.34021,10000.0,0.0,0.0
1652893091.350209,10000.0,0.0,0.0
1652893091.360214,10000.0,0.0,0.0
1652893091.370207,10000.0,0.0,0.0
1652893091.380213,10000.0,0.0,0.0
1652893091.390213,10000.0,0.0,0.0
1652893091.400222,10000.0,0.0,0.0
1652893091.410217,10000.0,0.0,0.0
1652893091.42022,10003.0,0.0,0.0
1652893091.430208,9997.0,0.0,0.0
1652893091.440206,10000.0,0.0,0.0
1652893091.450215,10000.0,0.0,0.0
1652893091.460212,10000.0,0.0,0.0
1652893091.470207,10000.0,0.0,0.0
1652893091.480208,10000.0,0.0,0.0
1652893091.490215,10000.0,0.0,0.0
1652893091.500211,10000.0,0.0,0.0
1652893091.510211,10000.0,0.0,0.0
1652893091.520224,10003.0,0.0,0.0
1652893091.53019,9997.0,0.0,0.0
1652893091.540215,10000.0,0.0,0.0
1652893091.55016,10000.0,0.0,0.0
1652893091.560207,10000.0,0.0,0.0
1652893091.570209,10000.0,0.0,0.0
1652893091.580204,10000.0,0.0,0.0
1652893091.59021,10000.0,0.0,0.0
1652893091.600214,10000.0,0.0,0.0
1652893091.610214,10000.0,0.0,0.0
1652893091.620199,10003.0,0.0,0.0
1652893091.6302,9997.0,-1.0,0.0
1652893091.640211,10000.0,0.0,0.0
1652893091.650213,10000.0,0.0,0.0
1652893091.660206,10000.0,0.0,0.0
1652893091.670215,10000.0,0.0,0.0
1652893091.680215,10000.0,0.0,0.0
1652893091.690208,10000.0,0.0,0.0
1652893091.700211,10000.0,0.0,0.0
1652893091.710209,10000.0,0.0,0.0
1652893091.72022,10009.0,0.0,0.0
1652893091.730207,9991.0,0.0,0.0
1652893091.740219,10000.0,0.0,0.0
1652893091.750213,10000.0,0.0,0.0
1652893091.760211,10000.0,0.0,0.0
1652893091.770199,10000.0,0.0,0.0
1652893091.780205,10000.0,0.0,0.0
1652893091.790216,10000.0,0.0,0.0
1652893091.800218,10000.0,0.0,0.0
1652893091.810205,10000.0,0.0,0.0
1652893091.820215,10003.0,0.0,0.0
1652893091.830192,9997.0,0.0,0.0
1652893091.840218,10000.0,0.0,0.0
1652893091.850207,10000.0,0.0,0.0
1652893091.860157,10000.0,0.0,0.0
1652893091.870193,10000.0,0.0,0.0
1652893091.880215,10000.0,0.0,0.0
1652893091.890212,10000.0,0.0,0.0
1652893091.900206,10000.0,0.0,0.0
1652893091.910205,10000.0,0.0,0.0
1652893091.920163,10003.0,0.0,0.0
1652893091.930199,9997.0,0.0,0.0
1652893091.940234,10000.0,0.0,0.0
1652893091.950199,10000.0,0.0,0.0
1652893091.960159,10000.0,0.0,0.0
1652893091.970204,10000.0,0.0,0.0
1652893091.980226,10000.0,0.0,0.0
1652893091.990233,10000.0,0.0,0.0
1652893092.000218,10000.0,0.0,0.0
1652893092.010211,10000.0,0.0,0.0
1652893092.020217,10003.0,0.0,0.0
1652893092.030203,9997.0,0.0,0.0
1652893092.040222,10000.0,0.0,0.0
1652893092.05022,10000.0,0.0,0.0
1652893092.060213,10000.0,0.0,0.0
1652893092.070228,10000.0,0.0,0.0
1652893092.080223,10000.0,0.0,0.0
1652893092.090218,10000.0,0.0,-1.0
1652893092.100213,10000.0,0.0,0.0
1652893092.110217,10000.0,0.0,0.0
1652893092.120204,10003.0,0.0,0.0
1652893092.13021,9997.0,0.0,0.0
1652893092.14021,10000.0,0.0,0.0
1652893092.150198,10000.0,0.0,0.0
1652893092.160217,10000.0,0.0,0.0
1652893092.170226,10000.0,0.0,0.0
1652893092.180229,10000.0,0.0,0.0
1652893092.190217,10000.0,0.0,0.0
1652893092.20021,10000.0,0.0,0.0
1652893092.210213,10000.0,0.0,0.0
1652893092.220235,10003.0,0.0,0.0
1652893092.230236,9997.0,0.0,0.0
